Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.203258e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011034 | lrm: 1.00 | dt: 6711ms | tok/sec: 4,882 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00712 (31.0%) | loss: 3.648380 | lrm: 1.00 | dt: 134ms | tok/sec: 244,876 | mfu: 3.0% | epoch: 1 | remaining: 207s    
step 00713 (31.1%) | loss: 3.648638 | lrm: 1.00 | dt: 134ms | tok/sec: 244,445 | mfu: 3.0% | epoch: 1 | remaining: 207s    
step 00714 (31.1%) | loss: 3.656464 | lrm: 1.00 | dt: 134ms | tok/sec: 244,943 | mfu: 3.0% | epoch: 1 | remaining: 207s    
step 00715 (31.1%) | loss: 3.656577 | lrm: 1.00 | dt: 134ms | tok/sec: 244,949 | mfu: 3.0% | epoch: 1 | remaining: 206s    
step 00716 (31.2%) | loss: 3.657254 | lrm: 1.00 | dt: 134ms | tok/sec: 244,632 | mfu: 3.0% | epoch: 1 | remaining: 206s    
step 00717 (31.2%) | loss: 3.656072 | lrm: 1.00 | dt: 134ms | tok/sec: 244,457 | mfu: 3.0% | epoch: 1 | remaining: 206s    
step 00718 (31.3%) | loss: 3.651280 | lrm: 1.00 | dt: 134ms | tok/sec: 244,637 | mfu: 3.0% | epoch: 1 | remaining: 206s    
step 00719 (31.3%) | loss: 3.650191 | lrm: 1.00 | dt: 134ms | tok/sec: 245,262 | mfu: 3.0% | epoch: 1 | remaining: 206s    
step 00720 (31.4%) | loss: 3.639579 | lrm: 1.00 | dt: 134ms | tok/sec: 245,017 | mfu: 3.0% | epoch: 1 | remaining: 206s    
step 00721 (31.4%) | loss: 3.638454 | lrm: 1.00 | dt: 134ms | tok/sec: 244,918 | mfu: 3.0% | epoch: 1 | remaining: 206s    
step 00722 (31.5%) | loss: 3.640370 | lrm: 1.00 | dt: 134ms | tok/sec: 244,849 | mfu: 3.0% | epoch: 1 | remaining: 205s    
step 00723 (31.5%) | loss: 3.644281 | lrm: 1.00 | dt: 134ms | tok/sec: 244,858 | mfu: 3.0% | epoch: 1 | remaining: 205s    
step 00724 (31.5%) | loss: 3.660422 | lrm: 1.00 | dt: 134ms | tok/sec: 244,883 | mfu: 3.0% | epoch: 1 | remaining: 205s    
step 00725 (31.6%) | loss: 3.650516 | lrm: 1.00 | dt: 134ms | tok/sec: 245,015 | mfu: 3.0% | epoch: 1 | remaining: 205s    
step 00726 (31.6%) | loss: 3.650246 | lrm: 1.00 | dt: 134ms | tok/sec: 244,651 | mfu: 3.0% | epoch: 1 | remaining: 205s    
step 00727 (31.7%) | loss: 3.645531 | lrm: 1.00 | dt: 134ms | tok/sec: 244,871 | mfu: 3.0% | epoch: 1 | remaining: 205s    
step 00728 (31.7%) | loss: 3.646688 | lrm: 1.00 | dt: 134ms | tok/sec: 244,560 | mfu: 3.0% | epoch: 1 | remaining: 205s    
step 00729 (31.8%) | loss: 3.653672 | lrm: 1.00 | dt: 134ms | tok/sec: 245,209 | mfu: 3.0% | epoch: 1 | remaining: 205s    
step 00730 (31.8%) | loss: 3.648375 | lrm: 1.00 | dt: 134ms | tok/sec: 244,666 | mfu: 3.0% | epoch: 1 | remaining: 204s    
step 00731 (31.9%) | loss: 3.637160 | lrm: 1.00 | dt: 134ms | tok/sec: 245,034 | mfu: 3.0% | epoch: 1 | remaining: 204s    
step 00732 (31.9%) | loss: 3.637021 | lrm: 1.00 | dt: 134ms | tok/sec: 244,685 | mfu: 3.0% | epoch: 1 | remaining: 204s    
step 00733 (32.0%) | loss: 3.639716 | lrm: 1.00 | dt: 134ms | tok/sec: 244,637 | mfu: 3.0% | epoch: 1 | remaining: 204s    
step 00734 (32.0%) | loss: 3.640033 | lrm: 1.00 | dt: 134ms | tok/sec: 244,473 | mfu: 3.0% | epoch: 1 | remaining: 204s    
step 00735 (32.0%) | loss: 3.666556 | lrm: 1.00 | dt: 134ms | tok/sec: 244,847 | mfu: 3.0% | epoch: 1 | remaining: 204s    
step 00736 (32.1%) | loss: 3.672974 | lrm: 1.00 | dt: 134ms | tok/sec: 244,548 | mfu: 3.0% | epoch: 1 | remaining: 204s    
step 00737 (32.1%) | loss: 3.665296 | lrm: 1.00 | dt: 134ms | tok/sec: 244,571 | mfu: 3.0% | epoch: 1 | remaining: 203s    
step 00738 (32.2%) | loss: 3.650561 | lrm: 1.00 | dt: 134ms | tok/sec: 244,804 | mfu: 3.0% | epoch: 1 | remaining: 203s    
step 00739 (32.2%) | loss: 3.639788 | lrm: 1.00 | dt: 134ms | tok/sec: 245,084 | mfu: 3.0% | epoch: 1 | remaining: 203s    
step 00740 (32.3%) | loss: 3.630022 | lrm: 1.00 | dt: 134ms | tok/sec: 245,095 | mfu: 3.0% | epoch: 1 | remaining: 203s    
step 00741 (32.3%) | loss: 3.629000 | lrm: 1.00 | dt: 134ms | tok/sec: 244,756 | mfu: 3.0% | epoch: 1 | remaining: 203s    
step 00742 (32.4%) | loss: 3.632703 | lrm: 1.00 | dt: 134ms | tok/sec: 244,596 | mfu: 3.0% | epoch: 1 | remaining: 203s    
step 00743 (32.4%) | loss: 3.631112 | lrm: 1.00 | dt: 134ms | tok/sec: 244,678 | mfu: 3.0% | epoch: 1 | remaining: 203s    
step 00744 (32.4%) | loss: 3.635934 | lrm: 1.00 | dt: 134ms | tok/sec: 244,687 | mfu: 3.0% | epoch: 1 | remaining: 203s    
step 00745 (32.5%) | loss: 3.635707 | lrm: 1.00 | dt: 134ms | tok/sec: 244,943 | mfu: 3.0% | epoch: 1 | remaining: 202s    
step 00746 (32.5%) | loss: 3.644438 | lrm: 1.00 | dt: 134ms | tok/sec: 244,696 | mfu: 3.0% | epoch: 1 | remaining: 202s    
step 00747 (32.6%) | loss: 3.651558 | lrm: 1.00 | dt: 134ms | tok/sec: 244,571 | mfu: 3.0% | epoch: 1 | remaining: 202s    
step 00748 (32.6%) | loss: 3.641196 | lrm: 1.00 | dt: 134ms | tok/sec: 244,620 | mfu: 3.0% | epoch: 1 | remaining: 202s    
step 00749 (32.7%) | loss: 3.650119 | lrm: 1.00 | dt: 134ms | tok/sec: 245,416 | mfu: 3.0% | epoch: 1 | remaining: 202s    
step 00750 (32.7%) | loss: 3.641489 | lrm: 1.00 | dt: 134ms | tok/sec: 244,643 | mfu: 3.0% | epoch: 1 | remaining: 202s    
step 00751 (32.8%) | loss: 3.646243 | lrm: 1.00 | dt: 134ms | tok/sec: 244,510 | mfu: 3.0% | epoch: 1 | remaining: 202s    
step 00752 (32.8%) | loss: 3.630782 | lrm: 1.00 | dt: 134ms | tok/sec: 244,702 | mfu: 3.0% | epoch: 1 | remaining: 201s    
step 00753 (32.8%) | loss: 3.631162 | lrm: 1.00 | dt: 134ms | tok/sec: 244,512 | mfu: 3.0% | epoch: 1 | remaining: 201s    
step 00754 (32.9%) | loss: 3.622654 | lrm: 1.00 | dt: 134ms | tok/sec: 244,864 | mfu: 3.0% | epoch: 1 | remaining: 201s    
step 00755 (32.9%) | loss: 3.624680 | lrm: 1.00 | dt: 134ms | tok/sec: 244,852 | mfu: 3.0% | epoch: 1 | remaining: 201s    
step 00756 (33.0%) | loss: 3.626849 | lrm: 1.00 | dt: 134ms | tok/sec: 244,578 | mfu: 3.0% | epoch: 1 | remaining: 201s    
step 00757 (33.0%) | loss: 3.619694 | lrm: 1.00 | dt: 134ms | tok/sec: 244,884 | mfu: 3.0% | epoch: 1 | remaining: 201s    
step 00758 (33.1%) | loss: 3.631425 | lrm: 1.00 | dt: 134ms | tok/sec: 244,770 | mfu: 3.0% | epoch: 1 | remaining: 201s    
step 00759 (33.1%) | loss: 3.630226 | lrm: 1.00 | dt: 134ms | tok/sec: 244,748 | mfu: 3.0% | epoch: 1 | remaining: 201s    
step 00760 (33.2%) | loss: 3.616308 | lrm: 1.00 | dt: 134ms | tok/sec: 244,803 | mfu: 3.0% | epoch: 1 | remaining: 200s    
step 00761 (33.2%) | loss: 3.622177 | lrm: 1.00 | dt: 134ms | tok/sec: 244,606 | mfu: 3.0% | epoch: 1 | remaining: 200s    
step 00762 (33.2%) | loss: 3.607065 | lrm: 1.00 | dt: 134ms | tok/sec: 243,929 | mfu: 3.0% | epoch: 1 | remaining: 200s    
step 00763 (33.3%) | loss: 3.596680 | lrm: 1.00 | dt: 134ms | tok/sec: 244,472 | mfu: 3.0% | epoch: 1 | remaining: 200s    
step 00764 (33.3%) | loss: 3.590872 | lrm: 1.00 | dt: 134ms | tok/sec: 244,365 | mfu: 3.0% | epoch: 1 | remaining: 200s    
step 00765 (33.4%) | loss: 3.583558 | lrm: 1.00 | dt: 134ms | tok/sec: 244,464 | mfu: 3.0% | epoch: 1 | remaining: 200s    
step 00766 (33.4%) | loss: 3.584123 | lrm: 1.00 | dt: 134ms | tok/sec: 245,049 | mfu: 3.0% | epoch: 1 | remaining: 200s    
step 00767 (33.5%) | loss: 3.574729 | lrm: 1.00 | dt: 134ms | tok/sec: 244,621 | mfu: 3.0% | epoch: 1 | remaining: 199s    
step 00768 (33.5%) | loss: 3.574325 | lrm: 1.00 | dt: 134ms | tok/sec: 244,824 | mfu: 3.0% | epoch: 1 | remaining: 199s    
step 00769 (33.6%) | loss: 3.582833 | lrm: 1.00 | dt: 134ms | tok/sec: 244,566 | mfu: 3.0% | epoch: 1 | remaining: 199s    
step 00770 (33.6%) | loss: 3.587715 | lrm: 1.00 | dt: 134ms | tok/sec: 245,305 | mfu: 3.0% | epoch: 1 | remaining: 199s    
step 00771 (33.6%) | loss: 3.589536 | lrm: 1.00 | dt: 134ms | tok/sec: 244,723 | mfu: 3.0% | epoch: 1 | remaining: 199s    
step 00772 (33.7%) | loss: 3.591830 | lrm: 1.00 | dt: 134ms | tok/sec: 245,037 | mfu: 3.0% | epoch: 1 | remaining: 199s    
step 00773 (33.7%) | loss: 3.593236 | lrm: 1.00 | dt: 134ms | tok/sec: 244,791 | mfu: 3.0% | epoch: 1 | remaining: 199s    
step 00774 (33.8%) | loss: 3.582252 | lrm: 1.00 | dt: 134ms | tok/sec: 244,986 | mfu: 3.0% | epoch: 1 | remaining: 199s    
step 00775 (33.8%) | loss: 3.582947 | lrm: 1.00 | dt: 134ms | tok/sec: 244,904 | mfu: 3.0% | epoch: 1 | remaining: 198s    
step 00776 (33.9%) | loss: 3.588981 | lrm: 1.00 | dt: 134ms | tok/sec: 244,729 | mfu: 3.0% | epoch: 1 | remaining: 198s    
step 00777 (33.9%) | loss: 3.588027 | lrm: 1.00 | dt: 134ms | tok/sec: 244,958 | mfu: 3.0% | epoch: 1 | remaining: 198s    
step 00778 (34.0%) | loss: 3.598198 | lrm: 1.00 | dt: 134ms | tok/sec: 244,710 | mfu: 3.0% | epoch: 1 | remaining: 198s    
step 00779 (34.0%) | loss: 3.601852 | lrm: 1.00 | dt: 134ms | tok/sec: 244,385 | mfu: 3.0% | epoch: 1 | remaining: 198s    
step 00780 (34.0%) | loss: 3.614026 | lrm: 1.00 | dt: 134ms | tok/sec: 244,629 | mfu: 3.0% | epoch: 1 | remaining: 198s    
step 00781 (34.1%) | loss: 3.613868 | lrm: 1.00 | dt: 134ms | tok/sec: 245,016 | mfu: 3.0% | epoch: 1 | remaining: 198s    
step 00782 (34.1%) | loss: 3.625895 | lrm: 1.00 | dt: 134ms | tok/sec: 244,312 | mfu: 3.0% | epoch: 1 | remaining: 197s    
step 00783 (34.2%) | loss: 3.633060 | lrm: 1.00 | dt: 134ms | tok/sec: 244,774 | mfu: 3.0% | epoch: 1 | remaining: 197s    
step 00784 (34.2%) | loss: 3.625536 | lrm: 1.00 | dt: 134ms | tok/sec: 244,497 | mfu: 3.0% | epoch: 1 | remaining: 197s    
step 00785 (34.3%) | loss: 3.632137 | lrm: 1.00 | dt: 134ms | tok/sec: 244,260 | mfu: 3.0% | epoch: 1 | remaining: 197s    
step 00786 (34.3%) | loss: 3.641427 | lrm: 1.00 | dt: 134ms | tok/sec: 244,896 | mfu: 3.0% | epoch: 1 | remaining: 197s    
step 00787 (34.4%) | loss: 3.647576 | lrm: 1.00 | dt: 134ms | tok/sec: 244,237 | mfu: 3.0% | epoch: 1 | remaining: 197s    
step 00788 (34.4%) | loss: 3.644759 | lrm: 1.00 | dt: 134ms | tok/sec: 244,128 | mfu: 3.0% | epoch: 1 | remaining: 197s    
step 00789 (34.4%) | loss: 3.649591 | lrm: 1.00 | dt: 134ms | tok/sec: 244,088 | mfu: 3.0% | epoch: 1 | remaining: 197s    
step 00790 (34.5%) | loss: 3.639983 | lrm: 1.00 | dt: 134ms | tok/sec: 244,787 | mfu: 3.0% | epoch: 1 | remaining: 196s    
step 00791 (34.5%) | loss: 3.636572 | lrm: 1.00 | dt: 134ms | tok/sec: 244,462 | mfu: 3.0% | epoch: 1 | remaining: 196s    
step 00792 (34.6%) | loss: 3.625591 | lrm: 1.00 | dt: 134ms | tok/sec: 245,452 | mfu: 3.0% | epoch: 1 | remaining: 196s    
step 00793 (34.6%) | loss: 3.632419 | lrm: 1.00 | dt: 134ms | tok/sec: 244,837 | mfu: 3.0% | epoch: 1 | remaining: 196s    
step 00794 (34.7%) | loss: 3.633256 | lrm: 1.00 | dt: 134ms | tok/sec: 244,479 | mfu: 3.0% | epoch: 1 | remaining: 196s    
step 00795 (34.7%) | loss: 3.645987 | lrm: 1.00 | dt: 134ms | tok/sec: 244,506 | mfu: 3.0% | epoch: 1 | remaining: 196s    
step 00796 (34.8%) | loss: 3.638001 | lrm: 1.00 | dt: 134ms | tok/sec: 244,641 | mfu: 3.0% | epoch: 1 | remaining: 196s    
step 00797 (34.8%) | loss: 3.632657 | lrm: 1.00 | dt: 134ms | tok/sec: 244,707 | mfu: 3.0% | epoch: 1 | remaining: 195s    
step 00798 (34.9%) | loss: 3.623997 | lrm: 1.00 | dt: 134ms | tok/sec: 244,548 | mfu: 3.0% | epoch: 1 | remaining: 195s    
step 00799 (34.9%) | loss: 3.616278 | lrm: 1.00 | dt: 134ms | tok/sec: 244,163 | mfu: 3.0% | epoch: 1 | remaining: 195s    
step 00800 (34.9%) | loss: 3.616771 | lrm: 1.00 | dt: 134ms | tok/sec: 244,545 | mfu: 3.0% | epoch: 1 | remaining: 195s    
step 00801 (35.0%) | loss: 3.614440 | lrm: 1.00 | dt: 134ms | tok/sec: 244,594 | mfu: 3.0% | epoch: 1 | remaining: 195s    
step 00802 (35.0%) | loss: 3.617376 | lrm: 1.00 | dt: 134ms | tok/sec: 244,622 | mfu: 3.0% | epoch: 1 | remaining: 195s    
step 00803 (35.1%) | loss: 3.606135 | lrm: 1.00 | dt: 134ms | tok/sec: 245,045 | mfu: 3.0% | epoch: 1 | remaining: 195s    
step 00804 (35.1%) | loss: 3.602610 | lrm: 1.00 | dt: 134ms | tok/sec: 244,689 | mfu: 3.0% | epoch: 1 | remaining: 195s    
step 00805 (35.2%) | loss: 3.603211 | lrm: 1.00 | dt: 134ms | tok/sec: 244,666 | mfu: 3.0% | epoch: 1 | remaining: 194s    
step 00806 (35.2%) | loss: 3.607252 | lrm: 1.00 | dt: 134ms | tok/sec: 244,521 | mfu: 3.0% | epoch: 1 | remaining: 194s    
step 00807 (35.3%) | loss: 3.613213 | lrm: 1.00 | dt: 134ms | tok/sec: 244,762 | mfu: 3.0% | epoch: 1 | remaining: 194s    
step 00808 (35.3%) | loss: 3.605304 | lrm: 1.00 | dt: 134ms | tok/sec: 244,082 | mfu: 3.0% | epoch: 1 | remaining: 194s    
step 00809 (35.3%) | loss: 3.608632 | lrm: 1.00 | dt: 134ms | tok/sec: 244,738 | mfu: 3.0% | epoch: 1 | remaining: 194s    
step 00810 (35.4%) | loss: 3.592884 | lrm: 1.00 | dt: 134ms | tok/sec: 244,529 | mfu: 3.0% | epoch: 1 | remaining: 194s    
step 00811 (35.4%) | loss: 3.596408 | lrm: 1.00 | dt: 134ms | tok/sec: 245,449 | mfu: 3.0% | epoch: 1 | remaining: 194s    
step 00812 (35.5%) | loss: 3.584263 | lrm: 1.00 | dt: 134ms | tok/sec: 244,568 | mfu: 3.0% | epoch: 1 | remaining: 193s    
step 00813 (35.5%) | loss: 3.598587 | lrm: 1.00 | dt: 134ms | tok/sec: 244,556 | mfu: 3.0% | epoch: 1 | remaining: 193s    
step 00814 (35.6%) | loss: 3.601993 | lrm: 1.00 | dt: 134ms | tok/sec: 244,496 | mfu: 3.0% | epoch: 1 | remaining: 193s    
step 00815 (35.6%) | loss: 3.606465 | lrm: 1.00 | dt: 134ms | tok/sec: 244,938 | mfu: 3.0% | epoch: 1 | remaining: 193s    
step 00816 (35.7%) | loss: 3.594018 | lrm: 1.00 | dt: 134ms | tok/sec: 244,518 | mfu: 3.0% | epoch: 1 | remaining: 193s    
step 00817 (35.7%) | loss: 3.585442 | lrm: 1.00 | dt: 134ms | tok/sec: 245,042 | mfu: 3.0% | epoch: 1 | remaining: 193s    
step 00818 (35.7%) | loss: 3.588435 | lrm: 1.00 | dt: 134ms | tok/sec: 244,211 | mfu: 3.0% | epoch: 1 | remaining: 193s    
step 00819 (35.8%) | loss: 3.591451 | lrm: 1.00 | dt: 134ms | tok/sec: 244,216 | mfu: 3.0% | epoch: 1 | remaining: 192s    
step 00820 (35.8%) | loss: 3.595274 | lrm: 1.00 | dt: 134ms | tok/sec: 244,194 | mfu: 3.0% | epoch: 1 | remaining: 192s    
step 00821 (35.9%) | loss: 3.597635 | lrm: 1.00 | dt: 134ms | tok/sec: 244,769 | mfu: 3.0% | epoch: 1 | remaining: 192s    
step 00822 (35.9%) | loss: 3.603579 | lrm: 1.00 | dt: 134ms | tok/sec: 244,476 | mfu: 3.0% | epoch: 1 | remaining: 192s    
step 00823 (36.0%) | loss: 3.601352 | lrm: 1.00 | dt: 134ms | tok/sec: 244,316 | mfu: 3.0% | epoch: 1 | remaining: 192s    
step 00824 (36.0%) | loss: 3.604478 | lrm: 1.00 | dt: 134ms | tok/sec: 244,762 | mfu: 3.0% | epoch: 1 | remaining: 192s    
step 00825 (36.1%) | loss: 3.611977 | lrm: 1.00 | dt: 134ms | tok/sec: 244,740 | mfu: 3.0% | epoch: 1 | remaining: 192s    
step 00826 (36.1%) | loss: 3.610366 | lrm: 1.00 | dt: 134ms | tok/sec: 244,867 | mfu: 3.0% | epoch: 1 | remaining: 192s    
step 00827 (36.1%) | loss: 3.600440 | lrm: 1.00 | dt: 134ms | tok/sec: 244,507 | mfu: 3.0% | epoch: 1 | remaining: 191s    
step 00828 (36.2%) | loss: 3.600267 | lrm: 1.00 | dt: 134ms | tok/sec: 244,562 | mfu: 3.0% | epoch: 1 | remaining: 191s    
step 00829 (36.2%) | loss: 3.594356 | lrm: 1.00 | dt: 134ms | tok/sec: 244,681 | mfu: 3.0% | epoch: 1 | remaining: 191s    
step 00830 (36.3%) | loss: 3.596129 | lrm: 1.00 | dt: 134ms | tok/sec: 244,321 | mfu: 3.0% | epoch: 1 | remaining: 191s    
step 00831 (36.3%) | loss: 3.610018 | lrm: 1.00 | dt: 134ms | tok/sec: 244,791 | mfu: 3.0% | epoch: 1 | remaining: 191s    
step 00832 (36.4%) | loss: 3.622503 | lrm: 1.00 | dt: 134ms | tok/sec: 244,468 | mfu: 3.0% | epoch: 1 | remaining: 191s    
step 00833 (36.4%) | loss: 3.604803 | lrm: 1.00 | dt: 134ms | tok/sec: 244,891 | mfu: 3.0% | epoch: 1 | remaining: 191s    
step 00834 (36.5%) | loss: 3.603919 | lrm: 1.00 | dt: 134ms | tok/sec: 245,045 | mfu: 3.0% | epoch: 1 | remaining: 190s    
step 00835 (36.5%) | loss: 3.615179 | lrm: 1.00 | dt: 134ms | tok/sec: 244,519 | mfu: 3.0% | epoch: 1 | remaining: 190s    
step 00836 (36.5%) | loss: 3.619400 | lrm: 1.00 | dt: 134ms | tok/sec: 244,917 | mfu: 3.0% | epoch: 1 | remaining: 190s    
step 00837 (36.6%) | loss: 3.614751 | lrm: 1.00 | dt: 134ms | tok/sec: 244,558 | mfu: 3.0% | epoch: 1 | remaining: 190s    
step 00838 (36.6%) | loss: 3.598874 | lrm: 1.00 | dt: 134ms | tok/sec: 245,267 | mfu: 3.0% | epoch: 1 | remaining: 190s    
step 00839 (36.7%) | loss: 3.602824 | lrm: 1.00 | dt: 134ms | tok/sec: 244,737 | mfu: 3.0% | epoch: 1 | remaining: 190s    
step 00840 (36.7%) | loss: 3.592334 | lrm: 1.00 | dt: 134ms | tok/sec: 244,505 | mfu: 3.0% | epoch: 1 | remaining: 190s    
step 00841 (36.8%) | loss: 3.581110 | lrm: 1.00 | dt: 134ms | tok/sec: 244,391 | mfu: 3.0% | epoch: 1 | remaining: 190s    
step 00842 (36.8%) | loss: 3.582321 | lrm: 1.00 | dt: 133ms | tok/sec: 245,803 | mfu: 3.0% | epoch: 1 | remaining: 189s    
step 00843 (36.9%) | loss: 3.585781 | lrm: 1.00 | dt: 134ms | tok/sec: 244,512 | mfu: 3.0% | epoch: 1 | remaining: 189s    
step 00844 (36.9%) | loss: 3.599566 | lrm: 1.00 | dt: 134ms | tok/sec: 244,990 | mfu: 3.0% | epoch: 1 | remaining: 189s    
step 00845 (36.9%) | loss: 3.603338 | lrm: 1.00 | dt: 134ms | tok/sec: 244,834 | mfu: 3.0% | epoch: 1 | remaining: 189s    
step 00846 (37.0%) | loss: 3.601180 | lrm: 1.00 | dt: 134ms | tok/sec: 244,338 | mfu: 3.0% | epoch: 1 | remaining: 189s    
step 00847 (37.0%) | loss: 3.594156 | lrm: 1.00 | dt: 134ms | tok/sec: 244,758 | mfu: 3.0% | epoch: 1 | remaining: 189s    
step 00848 (37.1%) | loss: 3.591060 | lrm: 1.00 | dt: 134ms | tok/sec: 244,351 | mfu: 3.0% | epoch: 1 | remaining: 189s    
step 00849 (37.1%) | loss: 3.588905 | lrm: 1.00 | dt: 134ms | tok/sec: 244,702 | mfu: 3.0% | epoch: 1 | remaining: 188s    
step 00850 (37.2%) | loss: 3.587315 | lrm: 1.00 | dt: 134ms | tok/sec: 244,860 | mfu: 3.0% | epoch: 1 | remaining: 188s    
step 00851 (37.2%) | loss: 3.593857 | lrm: 1.00 | dt: 134ms | tok/sec: 244,389 | mfu: 3.0% | epoch: 1 | remaining: 188s    
step 00852 (37.3%) | loss: 3.598242 | lrm: 1.00 | dt: 134ms | tok/sec: 244,775 | mfu: 3.0% | epoch: 1 | remaining: 188s    
step 00853 (37.3%) | loss: 3.607755 | lrm: 1.00 | dt: 134ms | tok/sec: 244,565 | mfu: 3.0% | epoch: 1 | remaining: 188s    
step 00854 (37.4%) | loss: 3.589934 | lrm: 1.00 | dt: 134ms | tok/sec: 244,605 | mfu: 3.0% | epoch: 1 | remaining: 188s    
step 00855 (37.4%) | loss: 3.594385 | lrm: 1.00 | dt: 134ms | tok/sec: 244,609 | mfu: 3.0% | epoch: 1 | remaining: 188s    
step 00856 (37.4%) | loss: 3.596728 | lrm: 1.00 | dt: 134ms | tok/sec: 244,440 | mfu: 3.0% | epoch: 1 | remaining: 188s    
step 00857 (37.5%) | loss: 3.598262 | lrm: 1.00 | dt: 134ms | tok/sec: 244,260 | mfu: 3.0% | epoch: 1 | remaining: 187s    
step 00858 (37.5%) | loss: 3.604612 | lrm: 1.00 | dt: 134ms | tok/sec: 244,245 | mfu: 3.0% | epoch: 1 | remaining: 187s    
step 00859 (37.6%) | loss: 3.600668 | lrm: 1.00 | dt: 133ms | tok/sec: 245,550 | mfu: 3.0% | epoch: 1 | remaining: 187s    
step 00860 (37.6%) | loss: 3.592026 | lrm: 1.00 | dt: 134ms | tok/sec: 244,509 | mfu: 3.0% | epoch: 1 | remaining: 187s    
step 00861 (37.7%) | loss: 3.589452 | lrm: 1.00 | dt: 134ms | tok/sec: 243,966 | mfu: 3.0% | epoch: 1 | remaining: 187s    
step 00862 (37.7%) | loss: 3.592861 | lrm: 1.00 | dt: 134ms | tok/sec: 244,513 | mfu: 3.0% | epoch: 1 | remaining: 187s    
step 00863 (37.8%) | loss: 3.605803 | lrm: 1.00 | dt: 134ms | tok/sec: 244,077 | mfu: 3.0% | epoch: 1 | remaining: 187s    
step 00864 (37.8%) | loss: 3.601974 | lrm: 1.00 | dt: 134ms | tok/sec: 244,003 | mfu: 3.0% | epoch: 1 | remaining: 186s    
step 00865 (37.8%) | loss: 3.599660 | lrm: 1.00 | dt: 134ms | tok/sec: 243,943 | mfu: 3.0% | epoch: 1 | remaining: 186s    
step 00866 (37.9%) | loss: 3.606942 | lrm: 1.00 | dt: 134ms | tok/sec: 244,482 | mfu: 3.0% | epoch: 1 | remaining: 186s    
step 00867 (37.9%) | loss: 3.599218 | lrm: 1.00 | dt: 134ms | tok/sec: 244,047 | mfu: 3.0% | epoch: 1 | remaining: 186s    
step 00868 (38.0%) | loss: 3.596157 | lrm: 1.00 | dt: 134ms | tok/sec: 243,896 | mfu: 3.0% | epoch: 1 | remaining: 186s    
step 00869 (38.0%) | loss: 3.595118 | lrm: 1.00 | dt: 134ms | tok/sec: 244,781 | mfu: 3.0% | epoch: 1 | remaining: 186s    
step 00870 (38.1%) | loss: 3.608946 | lrm: 1.00 | dt: 134ms | tok/sec: 244,274 | mfu: 3.0% | epoch: 1 | remaining: 186s    
step 00871 (38.1%) | loss: 3.618433 | lrm: 1.00 | dt: 134ms | tok/sec: 244,576 | mfu: 3.0% | epoch: 1 | remaining: 186s    
step 00872 (38.2%) | loss: 3.621148 | lrm: 1.00 | dt: 134ms | tok/sec: 244,403 | mfu: 3.0% | epoch: 1 | remaining: 185s    
step 00873 (38.2%) | loss: 3.623840 | lrm: 1.00 | dt: 134ms | tok/sec: 244,602 | mfu: 3.0% | epoch: 1 | remaining: 185s    
step 00874 (38.2%) | loss: 3.613347 | lrm: 1.00 | dt: 134ms | tok/sec: 244,431 | mfu: 3.0% | epoch: 1 | remaining: 185s    
step 00875 (38.3%) | loss: 3.605329 | lrm: 1.00 | dt: 134ms | tok/sec: 244,297 | mfu: 3.0% | epoch: 1 | remaining: 185s    
step 00876 (38.3%) | loss: 3.606393 | lrm: 1.00 | dt: 134ms | tok/sec: 244,369 | mfu: 3.0% | epoch: 1 | remaining: 185s    
step 00877 (38.4%) | loss: 3.611917 | lrm: 1.00 | dt: 134ms | tok/sec: 244,291 | mfu: 3.0% | epoch: 1 | remaining: 185s    
step 00878 (38.4%) | loss: 3.606567 | lrm: 1.00 | dt: 134ms | tok/sec: 244,375 | mfu: 3.0% | epoch: 1 | remaining: 185s    
step 00879 (38.5%) | loss: 3.622941 | lrm: 1.00 | dt: 134ms | tok/sec: 243,982 | mfu: 3.0% | epoch: 1 | remaining: 184s    
step 00880 (38.5%) | loss: 3.619618 | lrm: 1.00 | dt: 134ms | tok/sec: 244,531 | mfu: 3.0% | epoch: 1 | remaining: 184s    
step 00881 (38.6%) | loss: 3.612176 | lrm: 1.00 | dt: 134ms | tok/sec: 244,288 | mfu: 3.0% | epoch: 1 | remaining: 184s    
step 00882 (38.6%) | loss: 3.631600 | lrm: 1.00 | dt: 134ms | tok/sec: 243,878 | mfu: 3.0% | epoch: 1 | remaining: 184s    
step 00883 (38.6%) | loss: 3.631905 | lrm: 1.00 | dt: 134ms | tok/sec: 244,572 | mfu: 3.0% | epoch: 1 | remaining: 184s    
